,geo_precision,count,boundary,lon,lat
5226,2,1,AFG,63.30742183,31.54278909
5227,2,1,AFG,61.2272386,33.24021145
5228,2,1,AFG,69.03236795,34.15723421
5229,2,1,AFG,64.8460486,33.17074266
5230,2,1,AFG,70.91746946,35.08088492
5231,2,1,AFG,63.37948944,33.29138409
5232,2,1,AFG,65.93529411,33.48118047
5233,2,1,AFG,68.68029701,35.76440096
5234,2,1,AFG,65.24922501,36.43841721
5235,2,1,AFG,62.56176495,34.82146039
5236,2,1,AFG,61.99922678,31.48774554
5237,2,1,AFG,66.23653029,33.78839966
5238,2,1,AFG,65.27342217,34.03502983
5239,2,1,AFG,70.8963514,34.33344992
5240,2,1,AFG,64.80286029,30.7603105
5241,2,1,AFG,63.39460462,29.7430846
5242,2,1,AFG,71.23776787,37.6127933
5243,2,1,AFG,64.66188221,29.82803153
5244,2,1,AFG,62.07532576,33.64341139
5245,2,1,AFG,67.05014661,37.06374832
5246,2,1,AFG,65.64281602,33.42384363
5247,2,1,AFG,65.27772334,35.89865851
5203,1,5,AFG.12.7_1,62.1997,34.3482
5214,1,48,AFG.14.6_1,69.1833,34.5167
5223,1,1,AFG.17.4_1,69.9204,33.3395
5212,1,5,AFG.19.6_1,68.857,36.729
5213,1,2,AFG.21.4_1,69.1,34.2147
5225,1,1,AFG.22.1_1,70.7558,34.0462
5224,1,8,AFG.22.9_1,70.4515,34.4265
5210,1,3,AFG.25.14_1,68.4712,32.8107
5215,1,1,AFG.26.4_1,69.2132,33.5846
5220,1,3,AFG.26.9_1,69.4987,33.6392
5216,1,1,AFG.28.1_1,69.2647,34.9459
5217,1,1,AFG.28.1_1,69.265,34.9669
5211,1,6,AFG.3.2_1,68.7083,36.1307
5221,1,3,AFG.31.10_1,69.5336,36.7341
5218,1,3,AFG.31.12_1,69.45,37.1333
5222,1,1,AFG.31.2_1,69.8146,37.3977
5219,1,3,AFG.31.4_1,69.4529,37.3841
5206,1,1,AFG.32.3_1,66.6325,32.9277
5207,1,1,AFG.4.1_1,66.8972,36.7564
5208,1,4,AFG.4.6_1,66.9333,36.65
5204,1,2,AFG.7.3_1,62.4654,32.6357
5205,1,1,AFG.8.11_1,64.2932,35.6875
5209,1,50,AFG.9.6_1,68.4225,33.5508
2924,1,1,AIA,-63.15,18.1667
3925,2,1,ALB,19.53456904,40.75802318
3926,2,1,ALB,20.02765691,42.42946423
3927,2,1,ALB,19.89804877,41.38715999
3928,2,1,ALB,20.22341535,42.23867651
3929,2,1,ALB,20.13737489,40.44043225
3924,1,1,ALB.11.2_1,19.8189,41.3275
3923,1,1,ALB.12.3_1,19.655,40.5306
5102,2,1,ARE,53.81166234,24.20420457
5103,2,1,ARE,52.11441608,23.88998672
5104,2,1,ARE,53.34901835,23.01176691
5099,1,1,ARE.1.1_1,54.3667,24.4667
5098,1,1,ARE.1.3_1,53.75,23.1333
5100,1,1,ARE.3.3_1,55.2444,25.1723
5101,1,20,ARE.3.3_1,55.28,25.2522
2915,2,1,ARG,-70.14542519,-31.25160295
2916,2,1,ARG,-68.60944544,-33.82935666
2917,2,1,ARG,-62.13508753,-38.54968465
2918,2,1,ARG,-70.0668177,-33.09217646
2919,2,1,ARG,-67.71207268,-34.62261936
2920,2,1,ARG,-69.77839461,-49.24242699
2921,2,1,ARG,-66.70525213,-47.82998711
2922,2,1,ARG,-70.55032406,-41.01914756
2923,2,1,ARG,-64.86666181,-36.7490813
2914,1,4,ARG.1.82_1,-58.6725,-34.5875
4988,2,1,ARM,45.29111599,40.93638207
4989,2,1,ARM,45.16602707,39.97013889
4990,2,1,ARM,43.72805225,40.62679176
4991,2,1,ARM,44.78662526,40.34103522
4992,2,1,ARM,45.86366765,40.16541614
4993,2,1,ARM,43.52500934,41.02409627
4994,2,1,ARM,44.89735918,40.47686706
4995,2,1,ARM,45.76980471,40.1456041
4996,2,1,ARM,43.70591086,40.42046072
4997,2,1,ARM,46.22832739,39.32858226
4998,2,1,ARM,44.13517905,40.90977375
4985,1,1,ARM.11_1,45.6723,39.8417
