,geo_precision,count,boundary,lon,lat
0,1,2,,-171.876,-13.9928
1,2,1,USA.12.4_1,-159.4096243499011,22.145922736267448
2,2,1,USA.12.2_1,-157.99203177519158,21.612227375115605
3,2,1,USA.12.2_1,-158.00629464355234,21.406166166561526
4,2,1,USA.12.2_1,-158.17501451007695,21.497487486244033
5,2,1,USA.12.2_1,-158.14011719840494,21.466713144984652
6,2,1,USA.12.5_1,-156.88300849228145,20.756876353264875
7,2,1,USA.12.5_1,-157.17309602207055,21.162692466722305
8,2,1,USA.12.5_1,-156.92194607041097,21.061924922352873
9,2,1,USA.12.1_1,-155.37685024181334,19.423779856398944
10,2,1,USA.2.3_1,-148.57662178900503,61.32077875073415
11,2,1,USA.2.3_1,-149.1649714818888,60.995140066315024
12,2,1,USA.2.3_1,-149.39400821089754,61.233702601473375
13,2,1,USA.2.15_1,-151.87156332259025,61.71829058937086
14,2,1,USA.2.15_1,-148.14759196707712,63.27228818328773
15,2,1,USA.2.22_1,-145.34490835168174,63.25553365827563
16,2,1,USA.2.22_1,-146.0184487220708,63.25974963105318
17,2,1,USA.2.22_1,-142.7309118834464,64.32309868109068
18,2,1,USA.2.22_1,-142.43327463993506,63.0703023552203
19,2,1,USA.38.21_1,-123.8473108053896,44.921958514771475
20,2,1,USA.38.21_1,-123.97947681606549,44.96083718385733
21,2,1,USA.38.8_1,-124.22046162903646,42.7960454724773
22,2,1,USA.38.27_1,-123.08112491042718,45.00049217155977
23,2,1,USA.38.10_1,-123.39046329228245,43.77091687777322
24,2,1,USA.5.23_1,-123.04976951945292,39.21155181583716
25,2,1,USA.5.53_1,-123.1284894220979,40.9294624082686
26,2,1,USA.48.34_1,-123.13731057848592,47.0730097847298
27,2,1,USA.48.28_1,-122.85922096200602,48.446301689804685
28,2,1,USA.5.17_1,-122.5043133839066,38.78561087067611
29,2,1,USA.5.17_1,-122.9554342312063,39.06191778504409
30,2,1,USA.5.49_1,-122.78331595751933,38.800782208884684
31,2,1,USA.5.17_1,-122.97732936759022,39.27348638998772
32,2,1,USA.5.21_1,-122.67869861121491,37.952514916716886
33,2,1,USA.5.21_1,-122.62204475879392,37.922968321974885
34,2,1,USA.5.21_1,-122.89789635854827,38.09945418742184
35,2,1,USA.5.21_1,-122.8845102759336,38.162510144271664
36,2,1,USA.38.26_1,-122.64288131657388,45.47073915993131
37,2,1,USA.38.26_1,-122.56635616576003,45.54730966853702
38,2,1,USA.38.26_1,-122.59256702089945,45.57889213465695
39,2,1,USA.38.26_1,-122.00690688443558,45.50767719329647
40,2,1,USA.5.21_1,-122.94959452618892,38.244842180947316
41,2,1,USA.5.38_1,-122.40802404189802,37.786398575685226
42,2,1,USA.5.38_1,-122.41657964160449,37.780595233734836
43,2,1,USA.5.38_1,-122.39811352247203,37.72515878245446
44,2,1,USA.5.38_1,-122.44713658289268,37.80206865363093
45,2,1,USA.5.38_1,-122.3845914439572,37.75435950191303
46,2,1,USA.5.38_1,-122.44934863212868,37.71968536549475
47,2,1,USA.5.38_1,-122.50881874526443,37.78629598855002
48,2,1,USA.5.38_1,-122.38150705497729,37.724178931781225
49,2,1,USA.5.38_1,-122.36689920477505,37.721992873918964
50,2,1,USA.5.38_1,-122.45999847129677,37.75494017272728
51,2,1,USA.5.38_1,-122.44030500318497,37.764591897248934
52,2,1,USA.5.38_1,-122.50526660799234,37.737572970612064
53,2,1,USA.5.38_1,-122.44725719750767,37.80035188794882
54,2,1,USA.5.38_1,-122.49346093999253,37.76617585120495
55,2,1,USA.5.38_1,-122.42425880708343,37.73049529882149
56,2,1,USA.5.38_1,-122.50314009138093,37.755619632595575
57,2,1,USA.5.38_1,-122.43758101237225,37.7962339739411
58,2,1,USA.5.38_1,-122.44168534878746,37.75370529452204
59,2,1,USA.5.45_1,-121.82977934110154,40.75395155388224
60,2,1,USA.5.45_1,-121.55719918651577,41.02802961996355
61,2,1,USA.5.45_1,-121.39403558771266,40.89067216046926
62,2,1,USA.5.45_1,-121.38123467620937,40.63562357827918
63,2,1,USA.5.45_1,-121.74747388644656,40.9529899944229
64,2,1,USA.5.45_1,-122.4358899883121,40.49192311491361
65,2,1,USA.5.45_1,-121.66186313517859,40.888795739790254
66,2,1,USA.5.45_1,-121.38296081581217,40.75104246189571
67,2,1,USA.5.45_1,-121.54984612016735,40.56726805891627
68,2,1,USA.5.45_1,-122.25933346286153,40.92512566884988
69,2,1,USA.5.45_1,-122.24221345249138,40.53190801688941
70,2,1,USA.5.45_1,-122.44124708258086,41.04421335931791
71,2,1,USA.5.45_1,-122.00694010717987,40.75503252858616
72,2,1,USA.5.45_1,-121.8595180262106,40.498138139897016
73,2,1,USA.5.45_1,-121.39880648421236,40.96226936628462
74,2,1,USA.5.45_1,-122.1752055711846,40.74298413148542
75,2,1,USA.5.45_1,-122.22000388435349,40.64129266338881
76,2,1,USA.5.38_1,-122.41567899795555,37.7870432239877
77,2,1,USA.5.28_1,-122.16614762087848,38.51573405578761
78,2,1,USA.5.28_1,-122.12639416907648,38.32065898666854
79,2,1,USA.48.17_1,-121.81156700676092,47.66144067988528
80,2,1,USA.48.17_1,-121.6865667289028,47.70152140494851
